,batch,grao,temp_amb,umid_amb,peso,timex,temp2,charge_bt_modificado,massa_grao,categoria_massa
183,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",426.64698195,168.04188857,215.23087253,2000,Acima de 2000
184,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",428.6461429,168.45795197,215.23087253,2000,Acima de 2000
185,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",430.6458616,168.89959367,215.23087253,2000,Acima de 2000
186,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",432.6466618,169.35401251,215.23087253,2000,Acima de 2000
187,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",436.6467158,170.17384619,215.23087253,2000,Acima de 2000
188,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",438.6472314,170.60701338,215.23087253,2000,Acima de 2000
189,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",440.64562235,171.0185312,215.23087253,2000,Acima de 2000
190,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",442.64627865,171.41387666,215.23087253,2000,Acima de 2000
191,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",444.6463002,171.82875617,215.23087253,2000,Acima de 2000
192,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",446.64604805,172.19714013,215.23087253,2000,Acima de 2000
193,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",448.6459921,172.58623826,215.23087253,2000,Acima de 2000
194,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",450.6465236,172.96098887,215.23087253,2000,Acima de 2000
